__label__1 , 货已 收到 质量 不错 京东 服务
__label__2 , 这辈子 用过 难用 手机 到手 一周 今晚 死机 四十分钟 不动 电源 没用 QQ 页面 取卡 电池 耐不住 半天 评价 视频 为证 骗人 不得好死 卡到 千万别 后悔
__label__2 , 感觉 手机 一段时间 评价 两个 不到 屏幕 卡死 电话 机关 只能 强行 重启 算是 质量 不到 两个 恐怖
__label__2 , 手机 收到
__label__1 , 不错
__label__2 , 质量 太差 几天 屏幕 不亮 估计 排线 真心 麻烦
__label__1 , 值得 够买 五星
__label__2 , 面料 太差
__label__1 , 喜欢
__label__2 , 一个月 200 块钱 无语 小米 商城 京东 物流 质量 暂时
__label__2 , 实在 太卡 运行 内存 存储空间 新手机 内存 显示 后悔 感觉 上当
__label__1 , 健健康康 浓浓 浓浓 浓浓 浓浓 浓浓
__label__2 , 多长时间 手机 充电 客服 没人 理会
__label__2 , 屏幕
__label__2 , 颜色 太差
__label__2 , 垃圾 手机 到货 几小时 发现 屏幕 一条 很深 划痕 激活 怀疑 返修 旧机 失望
__label__1 , 穿着 舒服 特别 透气
__label__1 , 穿着 舒服
__label__2 , 星期 降价 689 亏死
__label__2 , 一星 不想 花钱买 手机 送个 手机 京东 站点 站点 客服 两个 礼拜 京东 东真 不靠 再也 京东 东西 明天 拆过 东非 循环 利用 5699 投诉 京东 千万别 京东 东西 忽悠 不靠 活生生 例子 日狗 忽悠
__label__1 , 春天 穿着 合适 不错
__label__1 , 特别 舒服 一双 物美价廉 价格 质量
__label__2 , 手机
__label__1 , 不错 实用 牌子
__label__2 , 日以 手机 价格 七天 没过 元能 保价 补给 非要 理由 退货
__label__1 , 还行 段时间 评价
__label__1 , 不错 偏大 一码 客服 贝贝 很棒 感谢 帮忙
__label__2 , 国产机 真心 感觉 手感 很差 厚厚的 背面 滑滑 祖传 大黑 关键 系统 难用 后台 办法 长期 设置 好久 网络 恼火 三星 网络 4G 发个 信息
__label__1 , 收到 穿着 挺舒服
__label__1 , 包装 完好 做工 精美 细致 分辨率 实物 照片 流畅 手机卡 一款 产品 微软 戴尔 戴尔 笔记本 戴尔 想法 入手 这款 产品 物有所值 客服 服务态度 快递 速度 前一天 隔天 早上 快递 小哥 服务态度 总得来说 一款 产品 值得 拥有
__label__1 , 客服 推荐 大小 好评 客服 态度 快递 很快
__label__2 , 特步 鞋子 衣服 运动裤 鞋子 买来 仔细 看图 真心 怀疑 店家 晋江 路边摊 山寨 厦门 很近 真心 没想到 京东 购物 N年 唯独 伤心
__label__1 , 睡衣 收到 活动 特别 划算 质量 很软 舒服 几个 蝴蝶结 装饰 好看 很显 档次 那种 廉价 丝带 165 51kg 合适 宽松 衣服 弹性 妹妹 160 58kg xl 合适 满意 要说 客服 态度 原因 客服 客服 耐心 好评
__label__2 , 真的 好用 ai 自动识别 食物 特效 亚洲 四大 邪术 翻版
__label__1 , 不错 值得 购买 光顾
__label__2 , 刚买 手机 接听 售后 人理 假货 再也 坑东 买手机
__label__1 , 版本 换成 128 手机 真的 太漂亮 买回来 同学 漂亮 性能 835 真的 够用
__label__2 , 不爽 购物 体验 昨天 购物车 明明 显示 耳塞 6.1 有个 杀价 先加 购物车 凌晨 十二点 商品 详情 手机 收到 耳塞 客服 耳塞 欺骗 顾客 明明 昨天 显示 999 今天下午 800 150
__label__2 , 618 活动 一周 降价 保价 服务 下单 减价 120 保价 服务 不算 坑人 京东 保价 服务 hellip hellip
__label__1 , 衣服 适合
__label__1 , 商家 做出 满分 我订 卖家 热情 接待 退换 质量 不愧 凯奇 穿着 像是 棉花 好评 遗憾 鞋面 建议 脚面 童鞋 再三 我换 原因
__label__2 , 史上 最差 物流 店家 京东 送到 菜鸟 驿站 到货 短信 带给 不耐烦 网上 物流 信息 三天 三天
__label__2 , 失望 卡扣 脱漆 图片 好看 货不对 图片 红色 收到 却是 暗红色 性价比 不高 图片 分辨率 持续 改正
__label__2 , 发票 提货 态度 包装 破损
__label__1 , 宝贝 收到 发货 速度 特别 两天 卖家 服务态度 有问必答 质量 价格 实惠 值得 购买 喜欢 赶紧 下手
__label__1 , 这家 还好 几次 服务 老客户 周到 还常来
__label__2 , 不到 一月 线段 路上 尴尬
__label__1 , 不卡 内存
__label__2 , 物流 不错 手机 失望 新手机 到手 屏幕 设计 漏光 原因 失望
__label__2 , 电脑 漏电 半个 首歌 发现 杂音 客服 几天 没见 回复 不想 差劲
__label__1 , 穿着 合脚 下次
__label__2 , 真心 特别 夹脚 舒服 鞋定 鞋码 特别 鞋子 中看 谨慎 购买
__label__2 , 无力 吐槽 手机 倒好 数据 插入 sim 信号 这是 新手机
__label__1 , 不错 速度 造型 设计 独特 喜欢
__label__2 , 手机卡 手机 网络 只能 单卡 放进 一张 网络 tm 卖家 不回 手机 垃圾 app 闪退 手机 卡死 玩游戏 卡死 卡到 链接 服务器 后悔 垃圾
__label__1 , 京东 送货 服务 支持 京东 物流
__label__2 , 新机
__label__2 , 手机 电量 真的 孩子 晚上 睡觉
__label__1 , 挺不错 白鞋 耐脏 好评
__label__1 , 鞋子 收到 老爸 特别 喜欢 鞋码 正好
__label__1 , 系统 习惯 感觉 速度 想象 中快 用用
__label__1 , 东西
__label__1 , 两个
__label__2 , 差评 翻新 买来 老爸 试试 像是 一年 手机 京东 有人 管管
__label__2 , 花粉 荣耀 mate 系列 此款 手机 mate 系列 耗电 颜值 友商 外观 类似 成功 华为 在我心中 地位 给拉到 一系列 闪存 测试 二等 公民 华为 客服 回复 影响 影响 整成 可怕 产品 不好 事情 爱国 国产 确实 感觉 受伤害 一步 华为 手机 再见
__label__1 , 棒棒 太棒了 运行 稳定 不错 价格
__label__2 , 加价 三百 手机 拿到 手机 那刻 想象
__label__1 , 
__label__2 , 一星 情况 感觉 戴尔 别买 建议 去年
__label__1 , 家里人 包括 朋友 介绍 购买 华为 手机 不错 支持 国产 从我做起
__label__2 , 差评 手机 太卡 这是 购物 失败
__label__1 , 快递 很快 天下 第二天 到货 几天 评价 总体 游戏 价位 算是
__label__2 , 像素 很清 礼品
__label__1 , 好看
__label__1 , 物流 速度 挺快 开机
__label__2 , 物流 一周 客服 踢足球 只能 产品 表现 平衡 心理
__label__1 , 性能 不错 机械 硬盘 麻烦
__label__1 , 鞋子 穿着 舒服 回头率 质量 干净 满意 购物
__label__2 , 预售 显示 购机 半年 屏险 店里 京东 预约 客服 送碎 屏险 无语 小伙伴 截图 抵制 不要脸 京东 客服 显示 优惠 优惠 9999 优惠 4288
__label__2 , 好差 打电话
__label__2 , 客服 真心 不好 不负责任 手机 玻璃 星期 扎心 录像 像素 感觉 很怪 拍照
__label__2 , 手机 满分 那天 手机 开售 京东 购物 经历 京东 速度 快点 选择 京东 购买 不去 后悔 京东 速度 下单 期间 女朋友 手机 京东 很快 哑口无言
__label__2 , 打开 包装 一股 怪味 差评 希望 谨慎 购买 气死
__label__2 , 发现 缺点 拍照 好像 不防抖 随便 张纸 模糊 耳机 电流 声贼 晚上 安静 音量 三格 歌曲 切换 音乐 底噪 电流 安静 指望 手机 听歌 网上 一大堆
__label__2 , 物流 很慢 很慢
__label__1 , 阉割 主板 只能 支持 硬盘 起飞
__label__2 , 开售 max2 发布 一年 降噪 麦克风 缺陷 依旧 视频 音质 崩溃 小米 论坛 反馈 官方 清一色 回答 个例 原因 推脱 责任 心寒 情况 办法 便宜 没好 发个 信实 视频 听听 声音
__label__1 , 满意 双十 便宜
__label__2 , 前些天 老爸 手机 按键 混乱 按下 狗屁 手机 老年人 报应
__label__2 , 声明 京东 供货商 出差 拓展 业务 急用 电脑 机子 zha lol 游戏 分钟 看不到 界面 地下城 分钟 角色 界面 软件 兼容 崩溃 体会 拆装 电脑 迟钝 应为 没装 网线 宾馆 无线网 网络 星期 网线 50M 光纤 人用 迟钝 要死 好比 那种 显示器 考试 电脑 客服 客服 电话 收费 妹子 接待 一顿 操作 猛如虎 电脑 小时 解决 感觉 一点 专业知识 技能 售后 电话费 通信 公司 好处 联合 骗人 回头 京东 客服 负责 售前 老师 客服 商业 就让 维修 老套路 半个 维修 好歹 5000 一个月 工资 3000 惠普 订单 签收 小时 关机 好好 zha 用过 zh 笔记本 两句 字数 追评 一星 快递
__label__2 , 
__label__2 , 新到 电话 下载点 东西 电话 感觉 手机
__label__2 , 太次 手机 出厂 连摸 不带 用过 发过来 618 活动 耳机 垃圾 不想
__label__2 , 两个 多月 真实 感受 键盘 手感
__label__2 , 华为 垃圾 微信 收到 一半 信号 稳定 死机 对得起 三千 价格
__label__2 , 垃圾 战斗机
__label__1 , 屏幕 好大 电脑 携带方便 WIN10 系统 习惯 还好 百度 开机 运行 速度 满意 笔记本 开机 机器 不热 笔记本 发烫 CPU 过热 价格 浮动 预备 放入 购物车 天天 价格
__label__2 , 锤子 售后 原因 换货 请问 责任 不行 哈全 发货 失误 损失 赔偿 屏幕 用户 请问 承担 一部分
__label__2 , 满意 送来 东西 盒子 装着 摇晃 手机 里边 晃动 声音 很大 担心 碰坏 收到 开机 在意 包装 差劲 包装盒 子大 里边 空隙 填塞 手机 耳机 看着 位置 不正 细节 到位 视频 像素 很差 视频 模糊 最起码 耳机 不配 失败 购物 华为 几次 最起码 标配 耳机 支架
__label__1 , 领口
__label__2 , 衣服
__label__2 , 耗电 巨卡 这辈子 再用 华为
__label__2 , 手机电池 不禁 不到 没电
__label__2 , 说好 耳机 充电 回来 手机 差评 差评 差评
__label__1 , 机器 不错 运行 流畅 开机 速度 黑屏 卡死 情况
__label__1 , 照相 不错 电池 不给力
__label__1 , 质量 给力 店家 服务 满意 购物 还会 回购 值得 购买
__label__2 , 只能 京东 品控 太差 四月 一号 到货 十天 接听 滑不动 换货 到货 到货 第二天 通话 噪音 干扰 客服 退货 客服 推脱 信号 干扰 换货 八点 通话 噪音 干扰 不到 通话 语音 苹果 授权 售后 答复 半个 手机 只能 重启 返场 修好 京东 苹果 手机 垃圾
__label__2 , 手机 冲着 华为 荣耀 nfc 手环 低分
__label__1 , 儿子 喜欢 估计 新鲜 质量 不错 手感 想想 第一部 手机 诺基亚 诺基亚 退出 手机 舞台
__label__2 , 一般般
__label__1 , 鞋子 舒服 异味 改进 快递 物流 速度 发货 太慢 价格 变化 太快 红色 黑色 可惜
__label__2 , 电池 不行
__label__1 , 收到 质量 描述 很棒
__label__2 , 电充 小时 怀疑 人生
__label__1 , 东西 希望 活动 多点 办公室 不错
__label__2 , 星给 太多 没人 鞋子 不错
__label__1 , 
__label__1 , 刚刚 200
__label__1 , 超值 价格便宜 质量 不错
__label__1 , 不错
__label__1 , 活动 质量 价格 不贵
__label__1 , 商品 售后 客服 两次 客服 解决问题 第三次 提示 超过 免费 电话 维修期
__label__2 , 屏幕 真的 很差 一个月 卡顿 流畅 home 键用 玩游戏 小心 碰到 退出 游戏 荣耀 学坏 明星 代言 广告 没用 地方 用心 手机 手机 真的 很水 降价 很快 几天 几次 可要 一家 荣耀 一部 手机 荣耀
__label__1 , 四天 评价 穿着 透气性 很强 总体
__label__1 , 噪音 太大
__label__1 , 电脑 收到 品质 不错 情况
__label__2 , 商品 特别 充电 手机 灵活 我刚 买来 发现 降价 购物
__label__2 , 太次 手机 出厂 连摸 不带 用过 发过来 618 活动 耳机 垃圾 不想
__label__2 , 分是 快递 京东 当日 多长时间 一点 打电话 人工 客服 打字 客服 全是 官话 屁话 说来说去 一句 抱歉 东西 没到 京东 糊弄 消费者 说道 这一星 京东 车坊 服务站 快递 下班 很快 一堆 快件 中帮 翻到 这一星 新手机 痕迹 2018 2017 生产 这是 老古董 去年 技术 成熟 东西 一回 冤大头 京东 自营 手机 发票 显示 销售方 上海 圆迈 贸易 有限公司 假货 疑问 京东 给出 解释 消费者 不卖 假货 发错
__label__2 , 几天 质量 真差 去年 前年 老爸 note4 全新 失望 京东
__label__2 , 全是 英文 电脑 C盘 会乱 下单 星期 发货
__label__1 , 价格 实惠 物流 很快
__label__2 , 昨天 拿到 金线 掉色
__label__1 , 电脑 价值
__label__1 , 没想到 衣服 漂亮 喜欢
__label__2 , 拿到 昨天 六月 四日 驾崩 关机 再也 启动 ........ 啥意思
__label__2 , 拍照 垃圾 玩游戏 闪退 卡屏 充电 屏幕 失灵 千万别 真的
__label__2 , 
__label__1 , 质量 还行 好评
__label__1 , 物流 速度 很快 商品 包装 完好 满意 购物
__label__2 , 感觉 电脑 正品 查询 不到 保修 信息 电脑 分辨率 奇差 申请 退货
__label__2 , 刚买 降价
__label__2 , 一名 京东 钻石 会员 感觉 伤害 说好 鼠标 到货 客服 结帐 显示 赠品 订单 到货 前一刻 鼠标 我下 两部 电脑 没货 到货 取消 两个 电脑 鼠标 客服 提供 订单 截图 没事 订单 截图 电脑 检测 硬盘 三十次
__label__2 , 包装 垃圾 物流 office 学生 评价 评价
__label__1 , 很棒 物流 服务 很快 电脑 太赞 ThinkPad 机子 失望
__label__1 , 整体 不错 硬盘 两个 习惯
__label__1 , 速度 外观 很漂亮 好好 好好
__label__2 , 料子 不行 图片 所示 相距甚远 眼见为实
__label__1 , 笔记本 不错 样子 吸引 白色 清新 大小 适中 携带方便 适合 上班族 win10 系统 用过 多用 电脑 一到 保护膜 好好 爱护 鼠标垫 鼠标 电脑包 满意
__label__2 , 品牌 破灭 失望
__label__1 , 电脑 不错
__label__2 , 送过来 钢化 压爆 差评
__label__2 , 一星 京东 4G 64G 标准版 便宜 300 三天 发货 人工智能 牛皮 一点 吊用 抬手 亮屏 不亮 时会 人脸 解锁 晚上 没用 最最 受不了 屏幕 拖影 眼晕
__label__1 , 性价比 颜值 不错 好评
__label__1 , 穿着 刚刚 质量 杠杠
__label__1 , 多余 线头 宽松 舒适 运动 平时
__label__2 , 不想 质量 左脚 穿着 舒服 回来 奉劝 京豆 东西 多年 第一次 情况
__label__1 , 包装
__label__1 , 合身 舒服 嘻嘻
__label__2 , blu 右边 价格 高下 立判
__label__2 , 感觉 假货 迫不及待 打开 包装袋 发现 手机 包装盒 碰伤 打开 一看 包装 泡沫 边缘 多大 缺陷 手机 做工 耳机 旁边 毛刺 显示屏 灰尘 划痕 赠送 手机套 残次品 6G 运行 登录 微信 玩游戏 更卡 闪退 现象 手机 好意思 欺骗 消费者
__label__2 , 差评 购物 体验 极差 开机 告诉 激活 系统 失败 客服 退换货 明天 急用 电脑 告诉 退换货 第三次 京东 东西 培养 一副 好脾气
__label__1 , 不错 价位 性价比 鼠标 手感
__label__2 , 鞋垫 仿造 几天 鞋垫 表皮 脱掉 仿造 不值
__label__2 , 垃圾 手机 狗屁 双卡 双待 显示 时不时 死机 无力 吐槽
__label__1 , 颜值 肯定 没得说 用过 追评
__label__1 , 质量 不错 布料
__label__1 , 款式 喜欢 店家 还会来
__label__2 , 红双喜 送够 名小 胖子
__label__1 , 动态 网线 接口 有意思 电脑 一共 三个 接口 2.0 两个 3.0 闪电 标记 3.0 接口 支持 电脑 关机 手机 先进 BIOS 设置 开启 HDMI 接口 SD 读卡器 接口 音频接口 耳机 麦克风 二合一 接口 朋友 一条 二合一 转接线 第一次 开机 自动 安装 系统 更新 补丁 花费 时间 开机 内存 资源 占用率 50% 硬盘 有事没事 占用率 飙到 90% 主观 感觉 有卡顿 瓶颈 5400 硬盘 内存 电脑 包含 空余 内存 插槽 M2 固态 硬盘 接口 建议 自行 增配 内存条 固态 硬盘 系统 运行 速度 很大 提升 电脑 家里 老人 蜡烛 图用 需求 打游戏 视频 过保 升级 硬件 win7 这台 电脑 流畅 价格 摆在 扩展 能力 不错 后期 升级 潜力 总体 评价 满意
__label__1 , 
__label__2 , 购买 p20 购买 主页 显示 赠送 屏险 单独 购买 屏险 摔碎 庆幸 有碎 屏险 客服 购买 赠送 明明 显示 购买 赠送 下单 取消 赠送 欺骗 消费者 欺负 老百姓 老实 一个月 工资 四千多 简用 买个 手机 京东 欺骗 消费者 京东 铁粉 伤心 赤裸裸 欺骗 懂得 查看 订单 详情 请问 朋友 东西 查看 订单 详情 人会 想到 提示 赠送 商家 欺骗 商家 告诉 主页 提示 为准 订单 详情 手段 商家 老百姓 信任 托付给 希望 教训 京东 贵重物品 商家 耍心眼 套路 欺骗 老百姓
__label__1 , 开胶 质量 太差 值个 几十块 149 上当 希望 上当 购买
__label__2 , 没用 几天 手机 充着 触摸屏 不灵 充电 松动 差评
__label__1 , 平心而论 发货 速度 质量 不愧 安卓机 服务到位 商家 好评
